LIM	Fe10uM	Fe100uM	Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	id
31.9461479187012	32.1391716003418	32.1896743774414				9	9	9	61.2	61.2	61.2	15.764	0	67.714	52628000000	183	A6T5E9	A6T5E9	200
29.7688732147217	30.0272026062012	29.9508304595947				8	8	8	37.5	37.5	37.5	34.741	0	42.509	11958000000	60	A6T5F0	A6T5F0	201
30.2938499450684	29.9535293579102	30.0167465209961				14	14	14	53	53	53	33.954	0	13.95	13149000000	89	A6T5F2	A6T5F2	202
30.9573249816895	30.8563385009766	30.7482376098633				21	21	21	48.7	48.7	48.7	67.36	0	78.465	22200000000	146	A6T5F3	A6T5F3	203
28.2832336425781	28.3644485473633	28.4003009796143				7	7	7	24.1	24.1	24.1	32.228	0	17.657	3631800000	20	A6T5F4	A6T5F4	204
29.076545715332	28.840747833252	29.4019165039063				3	3	3	47.5	47.5	47.5	8.8246	0	36.456	6841200000	41	A6T5F5	A6T5F5	205
29.0048789978027	29.2163429260254	29.3071689605713				9	9	9	25.9	25.9	25.9	54.716	0	39.161	6935200000	74	A6T5F6	A6T5F6	206
NaN	NaN	28.2845478057861				5	5	5	36	36	36	20.883	0	4.5885	3409100000	22	A6T5F8	A6T5F8	207
27.7673950195313	28.7228088378906	NaN				3	3	3	10.9	10.9	10.9	33.517	0.0026942	0.90838	3245600000	12	A6T5F9	A6T5F9	208
34.1508522033691	33.9730606079102	33.8839149475098				13	13	13	76.1	76.1	76.1	18.353	0	323.31	200210000000	493	A6T5G0	A6T5G0	209
33.0651664733887	33.0691871643066	33.0440139770508				13	13	13	18.1	18.1	18.1	74.26	0	33.568	102990000000	228	A6T5H4	A6T5H4	211
33.8613777160645	33.8201065063477	33.7618103027344				9	9	9	36.1	36.1	36.1	33.315	0	94.176	172930000000	291	A6T5H5	A6T5H5	212
31.7944469451904	31.5335922241211	31.2598915100098				8	8	8	74.6	74.6	74.6	19.58	0	67.803	38486000000	172	A6T5H7	A6T5H7	213
29.6139659881592	29.5662422180176	29.9307174682617				4	4	4	65.7	65.7	65.7	11.969	0	58.659	10058000000	58	A6T5H8	A6T5H8	214
35.848331451416	36.112720489502	35.9175491333008				38	38	38	70.4	70.4	70.4	48.112	0	323.31	780070000000	1873	A6T5H9	A6T5H9	215
34.264232635498	34.0904312133789	34.3562850952148				12	12	12	48.5	48.5	48.5	21.692	0	323.31	245550000000	689	A6T5I0	A6T5I0	216
33.2752418518066	33.2925453186035	33.4656982421875				28	28	28	79	79	79	46.293	0	323.31	127030000000	542	A6T5I1	A6T5I1	217
34.4450531005859	33.98583984375	34.2614288330078				55	55	55	68.2	68.2	68.2	87.471	0	323.31	233200000000	1023	A6T5I2	A6T5I2	218
34.1567573547363	34.1086463928223	33.9388236999512				6	6	6	68.9	68.9	68.9	9.1374	0	22.369	213410000000	803	A6T5I3	A6T5I3	219
33.1351280212402	33.1625137329102	32.9434051513672				31	31	31	63.5	63.5	63.5	67.835	0	276.72	103720000000	356	A6T5I4	A6T5I4	220
27.4891510009766	NaN	27.2870941162109				4	4	4	33.1	33.1	33.1	15.117	0	4.3808	1714300000	24	A6T5I6	A6T5I6	221
29.629322052002	29.7056617736816	29.6893634796143				9	9	9	49.4	49.4	49.4	25.662	0	45.504	9874200000	69	A6T5I7	A6T5I7	222
NaN	26.8209285736084	NaN				2	2	2	8.5	8.5	8.5	30.358	0	6.0311	542620000	11	A6T5I9	A6T5I9	223
26.6246852874756	NaN	NaN				3	3	3	26.3	26.3	26.3	17.354	0	4.1526	817380000	11	A6T5J1	A6T5J1	224
27.1131782531738	27.1417293548584	27.0757522583008				9	9	9	17.8	17.8	17.8	65.677	0	8.5123	1669700000	24	A6T5J2	A6T5J2	225
28.601842880249	29.0136756896973	28.9018745422363				6	6	6	10.8	10.8	10.8	65.261	0	5.5907	5692000000	36	A6T5J3	A6T5J3	226
31.5638046264648	31.4159870147705	31.4553661346436				14	14	14	61.3	61.3	61.3	32.044	0	76.049	34639000000	142	A6T5J6	A6T5J6	228
32.5901718139648	32.590518951416	32.513240814209				2	2	2	27	27	27	17.049	0	30.234	74518000000	136	A6T5J7	A6T5J7	229
32.1782188415527	31.7388191223145	32.2374382019043				3	3	3	37.6	37.6	37.6	9.5598	0	146.24	52180000000	86	A6T5K0	A6T5K0	231
27.8534660339355	28.0884075164795	28.2893295288086				3	3	3	32.5	32.5	32.5	12.933	0	35.992	3707700000	33	A6T5K5	A6T5K5	232
28.9428291320801	29.1197910308838	28.959098815918				8	8	8	33.4	33.4	33.4	38.798	0	24.606	6199000000	56	A6T5L5	A6T5L5	233
NaN	NaN	30.7679271697998				6	6	6	77	77	77	9.9441	0	50.607	12286000000	57	A6T5L6	A6T5L6	234
NaN	NaN	29.2647552490234				3	3	3	39.1	39.1	39.1	5.4655	0	11.273	1825600000	13	A6T5L7	A6T5L7	235
NaN	27.2329940795898	26.9618701934814				4	4	4	27.6	27.6	27.6	18.432	0	4.6644	1866700000	10	A6T5M0	A6T5M0	236
27.8143768310547	27.6731758117676	27.4295177459717				3	3	3	43.4	43.4	43.4	9.7983	0	4.9237	2316300000	17	A6T5M2	A6T5M2	237
33.7222671508789	33.453857421875	33.498161315918				36	36	36	44	44	44	113.32	0	323.31	145290000000	539	A6T5M4;A6TET1	A6T5M4	238
33.7018165588379	33.5947494506836	33.4658813476563				20	20	20	58.7	58.7	58.7	42.256	0	323.31	147260000000	351	A6T5M5;A6TET0	A6T5M5	239
30.1911277770996	30.2187747955322	30.0049781799316				19	19	19	20.8	20.8	20.8	126.49	0	112.02	13502000000	86	A6T5M7	A6T5M7	240
31.2708225250244	31.3874683380127	31.1626110076904				7	7	7	50.3	50.3	50.3	20.077	0	106.04	29798000000	121	A6T5N2	A6T5N2	242
30.2572364807129	30.1019992828369	30.3328647613525				19	19	19	29.3	29.3	29.3	69.605	0	34.289	14470000000	120	A6T5N3	A6T5N3	243
31.5381526947021	31.4786167144775	31.4952087402344				6	6	6	74.5	74.5	74.5	12.056	0	98.185	36584000000	173	A6T5N4	A6T5N4	244
29.0915679931641	28.9557437896729	28.8000221252441				6	6	6	51.2	51.2	51.2	21.811	0	24.955	6042000000	58	A6T5N5	A6T5N5	245
35.064582824707	35.1766204833984	35.3371925354004				49	49	49	75.5	75.5	75.5	71.106	0	323.31	449760000000	1037	A6T5N6	A6T5N6	246
34.2491035461426	34.3106231689453	34.0663108825684				17	17	17	57	57	57	23.548	0	282.97	230870000000	664	A6T5N7	A6T5N7	247
29.7450790405273	29.5259990692139	29.6789093017578				9	9	9	20.1	20.1	20.1	59.373	0	51.226	9634600000	55	A6T5N9	A6T5N9	248
30.9357070922852	30.7633209228516	30.784366607666				16	16	16	37.8	37.8	37.8	60.563	0	86.618	21805000000	158	A6T5P1	A6T5P1	249
30.2839126586914	30.1104068756104	30.3487701416016				6	6	6	52.2	52.2	52.2	17.152	0	65.243	14610000000	87	A6T5P2	A6T5P2	250
27.834379196167	NaN	27.8314342498779				3	3	3	22.3	22.3	22.3	28.237	0	25.389	2490900000	32	A6T5P3	A6T5P3	251
30.4715938568115	29.9622268676758	30.9439334869385				19	19	19	36.2	36.2	36.2	90.227	0	122.47	17411000000	138	A6T5P4	A6T5P4	252
28.1971225738525	27.8917541503906	28.181037902832				5	5	5	36.8	36.8	36.8	15.349	0	6.8725	3146800000	19	A6T5P5	A6T5P5	253
29.8405342102051	29.6915969848633	29.5859031677246				9	9	9	45.9	45.9	45.9	33.56	0	96.221	10037000000	70	A6T5P7	A6T5P7	254
28.3211498260498	28.7370777130127	28.4600028991699				7	7	7	35.1	35.1	35.1	25.186	0	14.436	4372400000	45	A6T5P8	A6T5P8	255
32.3734741210938	32.327033996582	32.3201904296875				14	14	14	68.7	68.7	68.7	31.802	0	170.58	62265000000	198	A6T5Q0	A6T5Q0	257
28.0728607177734	27.7709312438965	27.9763698577881				5	5	5	31.6	31.6	31.6	29.19	0	22.695	2972100000	21	A6T5Q1	A6T5Q1	258
29.047607421875	28.7680988311768	28.6728191375732				7	7	7	49.2	49.2	49.2	22.036	0	82.649	5562700000	45	A6T5Q2	A6T5Q2	259
28.2856712341309	28.2525367736816	28.594388961792				8	8	8	50	50	50	24.655	0	28.499	4051800000	43	A6T5Q3	A6T5Q3	260
27.7848052978516	27.1028289794922	27.4748191833496				7	7	7	14.3	14.3	14.3	88.201	0	10.321	2184300000	31	A6T5Q4	A6T5Q4	261
NaN	26.4794425964355	NaN				4	4	4	12.6	12.6	12.6	40.444	0	2.2226	842810000	9	A6T5Q6	A6T5Q6	262
32.2511367797852	32.4570083618164	32.4032363891602				16	16	16	45.1	45.1	45.1	39.462	0	96.083	63614000000	239	A6T5Q7	A6T5Q7	263
31.5621566772461	31.9313850402832	31.6392059326172				6	6	6	73.4	73.4	73.4	17.602	0	44.117	40389000000	124	A6T5Q8	A6T5Q8	264
34.645881652832	34.535270690918	34.7280960083008				9	9	9	53.4	53.4	53.4	19.421	0	195.98	312640000000	417	A6T5R1	A6T5R1	265
33.2027473449707	32.9894561767578	32.987003326416				28	28	28	56	56	56	52.167	0	323.31	102820000000	487	A6T5R2	A6T5R2	266
31.5682258605957	31.751708984375	31.87912940979				5	5	5	58.6	58.6	58.6	7.3844	0	32.286	41070000000	117	A6T5R3	A6T5R3	267
32.3177680969238	32.109245300293	32.3597755432129				13	13	13	57.6	57.6	57.6	30.973	0	91.004	59142000000	252	A6T5R4	A6T5R4	268
29.0480308532715	29.1819934844971	30.7082347869873				4	4	4	47.4	47.4	47.4	14.719	0	12.566	11191000000	62	A6T5R7	A6T5R7	269
29.4528636932373	30.3475456237793	29.4765586853027				11	11	11	40.1	40.1	40.1	47.936	0	40.465	11004000000	84	A6T5R8	A6T5R8	270
33.3041229248047	33.1623039245605	33.5615310668945				3	3	3	52.2	52.2	52.2	9.5608	0	104.63	125990000000	217	A6T5S6	A6T5S6	272
26.8936710357666	NaN	NaN				3	3	3	6.3	6.3	6.3	57.761	0	6.9532	1582600000	14	A6T5S7	A6T5S7	273
28.7546119689941	27.9063777923584	27.6617031097412				7	7	7	13.4	13.4	13.4	81.385	0	13.278	3562000000	36	A6T5S9	A6T5S9	274
29.8714656829834	29.8430843353271	29.5808639526367				31	9	9	63	26.3	26.3	57.651	0	91.914	10660000000	71	A6T5T1	A6T5T1	275
28.1707572937012	28.3802356719971	28.1444664001465				7	7	7	33.5	33.5	33.5	37.186	0	35.505	3791600000	39	A6T5U1	A6T5U1	278
31.0691356658936	31.120792388916	31.3629188537598				3	3	3	28.7	28.7	28.7	13.803	0	142.41	28633000000	92	A6T5V0	A6T5V0	279
26.3466110229492	26.7832527160645	NaN				2	2	2	9.3	9.3	9.3	26.874	0	3.1431	919320000	12	A6T5V3	A6T5V3	280
32.6208724975586	32.2174453735352	32.4122924804688				16	16	16	62.8	62.8	62.8	34.14	0	323.31	66277000000	277	A6T5V4	A6T5V4	281
29.6178798675537	29.8418655395508	29.486644744873				8	8	8	20.8	20.8	20.8	46.373	0	11.604	9657800000	36	A6T5X2	A6T5X2	283
28.0385437011719	NaN	NaN				6	6	6	24.1	24.1	24.1	36.732	0	16.437	2155000000	29	A6T5X6	A6T5X6	284
32.1729354858398	32.3157691955566	32.3485412597656				13	13	13	56.7	56.7	56.7	23.898	0	82.17	59505000000	239	A6T5Y2	A6T5Y2	285
28.267951965332	28.1231479644775	28.3190078735352				4	4	4	33.2	33.2	33.2	21.79	0	3.0888	3624800000	16	A6T5Y4	A6T5Y4	286
28.6347389221191	28.8605709075928	28.8781261444092				15	14	14	19.4	18	18	98.166	0	27.939	5313500000	68	A6T5Y8	A6T5Y8	287
28.5380687713623	28.1865119934082	28.4806728363037				10	10	10	30.5	30.5	30.5	41.796	0	73.426	4117800000	57	A6T5Z2	A6T5Z2	288
28.2287197113037	NaN	NaN				7	7	7	38.9	38.9	38.9	25.866	0	10.502	2476400000	24	A6T607	A6T607	290
28.6247863769531	28.5445823669434	28.4964790344238				10	10	10	44.6	44.6	44.6	30.605	0	35.684	4522000000	47	A6T608	A6T608	291
33.9896049499512	33.5262298583984	33.474609375				24	24	24	68	68	68	56.767	0	323.31	157510000000	446	A6T611	A6T611	293
31.1533088684082	30.6551666259766	30.5500907897949				10	10	10	46.8	46.8	46.8	26.429	0	71.387	21633000000	106	A6T612	A6T612	294
29.7804565429688	29.7028274536133	29.430736541748				9	9	9	31.4	31.4	31.4	52.501	0	43.486	9519000000	64	A6T614	A6T614	295
29.0806941986084	29.0478515625	29.0272464752197				5	5	5	33.8	33.8	33.8	22.247	0	20.954	6391500000	58	A6T619	A6T619	297
29.6000308990479	28.7310085296631	NaN				10	10	10	20.9	20.9	20.9	82.339	0	49.271	6449300000	30	A6T631	A6T631	298
27.4969253540039	25.2180843353271	NaN				11	11	11	11.1	11.1	11.1	141.68	0	11.536	1386600000	19	A6T634	A6T634	299
28.2588729858398	NaN	NaN				10	10	10	40.7	40.7	40.7	42.818	0	20.281	1512800000	14	A6T640	A6T640	301
28.441837310791	25.7163047790527	NaN				3	3	3	7.7	7.7	7.7	59.03	0	30.68	1842800000	15	A6T641	A6T641	302
29.2769718170166	27.2972946166992	26.9234390258789				8	8	8	39.2	39.2	39.2	31.945	0	8.0753	3851400000	32	A6T642	A6T642	303
30.2095565795898	29.9811058044434	29.9563159942627				8	8	8	36.8	36.8	36.8	25.084	0	44.642	12713000000	81	A6T649	A6T649	305
34.7845649719238	34.0495300292969	34.4825134277344				13	13	13	51.1	51.1	51.1	38.928	0	297.83	280180000000	1315	A6T650	A6T650	306
32.060115814209	31.5066337585449	31.690055847168				18	18	18	35.2	35.2	35.2	54.68	0	41.707	41764000000	147	A6T651	A6T651	307
29.0503215789795	28.7392539978027	28.5496368408203				2	2	2	4.2	4.2	4.2	31.648	0	5.2332	4711700000	15	A6T652	A6T652	308
35.764518737793	35.320873260498	35.3815231323242				21	21	21	69.2	69.2	69.2	37.63	0	323.31	564710000000	812	A6T653	A6T653	309
34.6042213439941	34.1430931091309	34.4601440429688				25	25	25	63.7	63.7	63.7	44.591	0	323.31	269090000000	691	A6T655	A6T655	310
32.7882270812988	32.4129905700684	32.5461273193359				11	11	11	45	45	45	36.086	0	111.07	74161000000	301	A6T656	A6T656	311
29.804407119751	29.8287811279297	29.551908493042				10	10	10	28.4	28.4	28.4	46.276	0	16.168	10409000000	48	A6T657	A6T657	312
33.415699005127	32.9758720397949	33.2691879272461				12	12	12	75.7	75.7	75.7	22.872	0	236.49	115700000000	285	A6T663	A6T663	313
30.7551956176758	30.4776763916016	30.7469348907471				12	12	12	30.7	30.7	30.7	53.565	0	70.059	19581000000	143	A6T664	A6T664	314
33.038688659668	32.8269348144531	33.0990562438965				16	16	16	71.1	71.1	71.1	36.876	0	247.12	97472000000	347	A6T665	A6T665	315
30.2056102752686	29.9743919372559	30.0122032165527				6	6	6	24.6	24.6	24.6	32.563	0	27.474	13449000000	71	A6T666	A6T666	316
30.3186511993408	29.9504585266113	29.829740524292				4	4	4	10.9	10.9	10.9	34.478	0	28.526	12813000000	51	A6T668	A6T668	318
32.2618064880371	32.0089454650879	32.2054061889648				19	19	19	53.3	53.3	53.3	56.382	0	165.38	55041000000	263	A6T669	A6T669	319
35.5846328735352	35.2943725585938	35.2427825927734				23	23	23	79.1	79.1	79.1	35.178	0	323.31	518840000000	1035	A6T670	A6T670	320
32.7448654174805	32.7950439453125	32.8478584289551				31	31	31	57.3	57.3	57.3	85.389	0	323.31	85443000000	443	A6T671	A6T671	321
33.7985649108887	32.8546905517578	33.2205352783203				7	7	7	67.2	67.2	67.2	20.224	0	218.55	125230000000	313	A6T672	A6T672	322
33.2036285400391	33.2104873657227	33.4289169311523				14	14	14	75.5	75.5	75.5	25.501	0	91.667	119520000000	315	A6T673	A6T673	323
33.9210166931152	33.6563568115234	33.8066253662109				16	16	16	53.4	53.4	53.4	42.826	0	323.31	179670000000	634	A6T674	A6T674	324
29.8294124603271	29.7343082427979	29.8921585083008				4	4	4	28.6	28.6	28.6	23.373	0	4.5641	9719700000	12	A6T678	A6T678	325
36.5041694641113	36.1301689147949	36.444694519043				15	15	15	72.2	72.2	72.2	20.763	0	323.31	1059900000000	2306	A6T679	A6T679	326
33.2987937927246	33.069091796875	33.1957397460938				28	28	28	67.6	67.6	67.6	56.018	0	303.09	112080000000	418	A6T680	A6T680	327
30.9703979492188	29.8677368164063	30.0200500488281				6	6	6	58.5	58.5	58.5	15.952	0	102.48	16074000000	63	A6T681	A6T681	328
29.0669498443604	29.2795333862305	29.3278865814209				4	4	4	60.7	60.7	60.7	15.362	0	43.357	7132900000	52	A6T682	A6T682	329
27.4876441955566	27.0125980377197	27.0737228393555				3	3	3	11.6	11.6	11.6	47.959	0	20.275	1717000000	18	A6T683	A6T683	330
NaN	28.4291877746582	28.2657012939453				3	3	3	21.2	21.2	21.2	21.808	0	4.0467	3323800000	24	A6T684	A6T684	331
34.8738746643066	34.3826599121094	34.2672576904297				6	6	6	78.3	78.3	78.3	7.4493	0	221.2	299960000000	316	A6T685	A6T685	332
31.5057258605957	31.2313041687012	31.3185329437256				5	5	5	29.3	29.3	29.3	25.969	0	33.965	31969000000	83	A6T687	A6T687	333
27.7258338928223	29.4784832000732	29.57643699646				2	2	2	17.6	17.6	17.6	7.2574	0	151.67	6829900000	62	A6T688	A6T688	334
31.3223743438721	31.453125	31.2863159179688				15	15	15	54.5	54.5	54.5	36.09	0	97.796	32568000000	177	A6T689	A6T689	335
29.133752822876	29.0501041412354	29.1544780731201				7	7	7	49.1	49.1	49.1	24.025	0	15.446	6627900000	64	A6T691	A6T691	336
31.735466003418	31.6747455596924	31.7517948150635				3	3	3	55.2	55.2	55.2	9.7851	0	45.735	40872000000	119	A6T692	A6T692	337
32.7890167236328	32.8269691467285	32.7192115783691				22	21	21	62.7	62.7	62.7	43.927	0	123.87	84721000000	313	A6T693	A6T693	338
30.976432800293	30.7438774108887	30.5202217102051				9	9	9	25.9	25.9	25.9	39.1	0	183.49	20807000000	161	A6T694	A6T694	339
28.372091293335	28.4868812561035	28.4914455413818				5	5	5	15.1	15.1	15.1	40.459	0	5.487	4026200000	22	A6T695	A6T695	340
30.2094745635986	NaN	29.7670955657959				4	4	4	8.2	8.2	8.2	70.981	0.000456	1.521	10428000000	17	A6T696	A6T696	341
28.5426292419434	28.2980213165283	28.2354030609131				7	7	7	60	60	60	17.446	0	8.1817	3944700000	34	A6T697	A6T697	342
30.040246963501	29.8576831817627	29.8006401062012				6	6	6	60	60	60	11.568	0	58.574	11519000000	60	A6T698	A6T698	343
30.3430442810059	30.5418014526367	30.3145523071289				7	7	7	24.4	24.4	24.4	38.729	0	20.494	17592000000	37	A6T6A1	A6T6A1	345
31.0848846435547	31.1961936950684	30.9325256347656				9	9	9	47.4	47.4	47.4	20.661	0	40.404	25825000000	135	A6T6A2	A6T6A2	346
34.5872764587402	34.5597763061523	34.3916320800781				51	51	51	67.1	67.1	67.1	97.055	0	323.31	281440000000	1002	A6T6A3	A6T6A3	347
30.5797958374023	30.3914680480957	30.6538009643555				10	10	10	76.4	76.4	76.4	18.761	0	102.94	17886000000	120	A6T6A4	A6T6A4	348
27.3928718566895	27.3324966430664	27.5475482940674				5	5	5	29.9	29.9	29.9	26.587	0	30.055	1848800000	21	A6T6A7	A6T6A7	349
NaN	28.0056972503662	NaN				5	5	5	28.9	28.9	28.9	27.486	0	7.696	2505000000	9	A6T6A9	A6T6A9	350
32.0409049987793	32.0409736633301	32.0414199829102				16	16	16	54.4	54.4	54.4	35.003	0	308.04	50617000000	265	A6T6B0	A6T6B0	351
31.7017345428467	31.5032653808594	31.3205528259277				13	13	13	46.7	46.7	46.7	35.948	0	94.564	35108000000	157	A6T6B2	A6T6B2	353
31.7915153503418	31.7619895935059	31.6932907104492				18	18	18	58.3	58.3	58.3	39.204	0	166.12	41175000000	186	A6T6B4	A6T6B4	355
31.2143573760986	31.8600997924805	31.6722793579102				24	24	24	56.8	56.8	56.8	53.55	0	110.29	37133000000	231	A6T6B5	A6T6B5	356
29.6440887451172	29.641471862793	29.5833110809326				11	11	11	33	33	33	42.7	0	11.715	9394000000	53	A6T6B6	A6T6B6	357
33.2888870239258	33.7024726867676	33.4824981689453				36	36	36	72.4	72.4	72.4	62.458	0	323.31	138070000000	633	A6T6B7	A6T6B7	358
29.7445449829102	29.7885360717773	29.8663711547852				8	8	8	49.6	49.6	49.6	27.33	0	37.372	11297000000	60	A6T6B8	A6T6B8	359
30.06081199646	29.9321689605713	29.8682994842529				16	16	16	48.3	48.3	48.3	44.351	0	39.582	11868000000	125	A6T6B9	A6T6B9	360
31.9814510345459	31.8415927886963	31.7899436950684				15	15	15	53.4	53.4	53.4	41.287	0	184.29	44995000000	195	A6T6C0	A6T6C0	361
32.787467956543	32.5831031799316	32.5134963989258				12	12	12	71.4	71.4	71.4	29.684	0	138.57	75902000000	259	A6T6C1	A6T6C1	362
31.0977306365967	31.1271381378174	30.8477745056152				11	11	11	23.7	23.7	23.7	68.139	0	52.776	24944000000	102	A6T6C2	A6T6C2	363
34.0103607177734	33.9426193237305	33.9463043212891				31	31	31	61.1	61.1	61.1	63.611	0	323.31	191300000000	645	A6T6C3	A6T6C3	364
32.5004539489746	32.061897277832	32.2397232055664				7	7	7	54.7	54.7	54.7	17.109	0	112.21	59741000000	178	A6T6C8	A6T6C8	365
32.1123542785645	32.1292381286621	32.2361602783203				8	8	8	53.4	53.4	53.4	19.765	0	226.59	54827000000	156	A6T6C9	A6T6C9	366
30.3758869171143	30.2464942932129	30.4031372070313				13	13	13	74.3	74.3	74.3	28.468	0	49.324	15728000000	114	A6T6D1	A6T6D1	368
32.603687286377	32.3573341369629	32.3485145568848				13	13	13	74.2	74.2	74.2	20.368	0	240.69	66821000000	269	A6T6D2	A6T6D2	369
35.3447074890137	35.4054260253906	35.5610198974609				34	34	34	72.2	72.2	72.2	58.39	0	323.31	535170000000	1259	A6T6D3	A6T6D3	370
28.7725448608398	28.6572322845459	28.6731090545654				8	8	8	53.8	53.8	53.8	25.454	0	18.87	4968200000	46	A6T6D5	A6T6D5	371
27.496265411377	27.2250480651855	27.2818984985352				8	8	8	22.5	22.5	22.5	54.054	0	2.7361	1947800000	22	A6T6E1	A6T6E1	372
31.6794490814209	31.5159282684326	31.7936344146729				10	10	10	55.5	55.5	55.5	27.013	0	182.63	38939000000	171	A6T6E3	A6T6E3	373
30.1961059570313	29.8157405853271	29.6645584106445				7	7	7	46.8	46.8	46.8	24.372	0	45.491	11593000000	81	A6T6E4	A6T6E4	374
29.7736530303955	29.7350158691406	29.3008422851563				6	6	6	24.5	24.5	24.5	34.146	0	17.72	9475300000	77	A6T6E5	A6T6E5	375
29.9800300598145	30.0299835205078	29.9933853149414				8	8	8	46.2	46.2	46.2	26.42	0	35.876	12319000000	98	A6T6E6	A6T6E6	376
29.8609523773193	29.8134632110596	29.8136596679688				6	6	6	44.2	44.2	44.2	22.642	0	24.418	10976000000	58	A6T6E7	A6T6E7	377
27.0961418151855	26.8178787231445	27.3289108276367				3	3	3	18.6	18.6	18.6	29.5	0	10.681	1420100000	15	A6T6E8	A6T6E8	378
35.3088912963867	35.2981567382813	35.3467445373535				29	29	29	86.2	86.2	86.2	48.001	0	323.31	501930000000	1061	A6T6E9	A6T6E9	379
34.0826263427734	33.9723854064941	34.0292320251465				29	29	29	67.5	67.5	67.5	64.477	0	323.31	201740000000	738	A6T6F2	A6T6F2	381
32.2359924316406	32.0769500732422	32.0258445739746				14	14	14	74.8	74.8	74.8	26.724	0	275.53	53561000000	292	A6T6F3	A6T6F3	382
34.2462043762207	34.1047019958496	34.2400550842285				50	50	50	62.9	62.9	62.9	105.17	0	323.31	225270000000	803	A6T6F4	A6T6F4	383
34.3323936462402	34.1969680786133	34.2114601135254				24	24	24	60.5	60.5	60.5	44.214	0	323.31	233180000000	536	A6T6F5	A6T6F5	384
34.5085754394531	34.7705078125	34.6021690368652				22	22	22	61.1	61.1	61.1	41.502	0	323.31	306030000000	763	A6T6F6	A6T6F6	385
33.9648971557617	34.1576309204102	34.0185089111328				15	15	15	78.9	78.9	78.9	29.808	0	161.86	207760000000	492	A6T6F7	A6T6F7	386
32.8098335266113	32.3331604003906	32.1250381469727				13	13	13	22.2	22.2	22.2	58.181	0	73.942	67943000000	212	A6T6F8	A6T6F8	387
30.7437229156494	30.2460670471191	30.0415687561035				3	3	3	7.9	7.9	7.9	42.396	0	26.906	16165000000	76	A6T6F9	A6T6F9	388
28.3358020782471	28.3558940887451	28.3438682556152				4	4	4	29.1	29.1	29.1	15.541	0	5.9913	4054300000	32	A6T6G2	A6T6G2	389
31.5521087646484	31.7164916992188	31.8421630859375				10	10	10	37.4	37.4	37.4	25.269	0	64.747	41344000000	154	A6T6G3	A6T6G3	390
30.0785694122314	30.4471588134766	30.4706954956055				4	4	4	33.8	33.8	33.8	15.352	0	8.6067	15397000000	61	A6T6G4	A6T6G4	391
30.0463275909424	30.0396785736084	29.8753776550293				8	8	8	24	24	24	44.361	0	64.652	12337000000	105	A6T6G5	A6T6G5	392
31.6281032562256	31.6983318328857	31.5609397888184				17	17	17	52.2	52.2	52.2	44.549	0	111.16	37968000000	155	A6T6G6	A6T6G6	393
33.284984588623	32.5969009399414	32.6346664428711				10	10	10	74.7	74.7	74.7	18.863	0	104.49	91884000000	214	A6T6G7	A6T6G7	394
29.892484664917	29.8202972412109	30.1181545257568				9	9	9	45.5	45.5	45.5	28.201	0	179.96	12133000000	76	A6T6G8	A6T6G8	395
28.9851589202881	28.9823570251465	28.958890914917				9	9	9	39.4	39.4	39.4	38.11	0	21.382	6078300000	68	A6T6G9	A6T6G9	396
28.0184478759766	27.7774486541748	27.8583946228027				2	2	2	7.9	7.9	7.9	26.94	0	7.6462	2678100000	33	A6T6H0	A6T6H0	397
35.0483741760254	34.9333381652832	34.8997116088867				24	24	23	61.7	61.7	59.7	37.94	0	323.31	386150000000	757	A6T6H3	A6T6H3	398
